talking131_beauty_attribute_false_METAACCOUNT20170824001                                                                        ,672,446
talking131_beauty_attribute_false_METAACCOUNT20170824002                                                                        ,648,427
talking131_beauty_attribute_true_METAACCOUNT20170824001                                                                         ,672,450
talking131_beauty_attribute_true_METAACCOUNT20170824002                                                                         ,656,432
talking131_brand_attribute_AMOI_METAACCOUNT20170824001                                                                          ,624,399
talking131_brand_attribute_AMOI_METAACCOUNT20170824002                                                                          ,616,394
talking131_brand_attribute_ASUS_METAACCOUNT20170824001                                                                          ,624,398
talking131_brand_attribute_ASUS_METAACCOUNT20170824002                                                                          ,616,392
talking131_brand_attribute_CK_METAACCOUNT20170824001                                                                            ,624,400
talking131_brand_attribute_CK_METAACCOUNT20170824002                                                                            ,616,395
talking131_brand_attribute_Coolpad_METAACCOUNT20170824001                                                                       ,616,395
talking131_brand_attribute_Coolpad_METAACCOUNT20170824002                                                                       ,608,388
talking131_brand_attribute_DAXIAN_METAACCOUNT20170824001                                                                        ,616,393
talking131_brand_attribute_DAXIAN_METAACCOUNT20170824002                                                                        ,608,388
talking131_brand_attribute_HTC_METAACCOUNT20170824001                                                                           ,640,416
talking131_brand_attribute_HTC_METAACCOUNT20170824002                                                                           ,632,406
talking131_brand_attribute_HUAWEI_METAACCOUNT20170824001                                                                        ,648,428
talking131_brand_attribute_HUAWEI_METAACCOUNT20170824002                                                                        ,640,418
talking131_brand_attribute_JACK & JONES_METAACCOUNT20180509002                                                                  ,816,590
talking131_brand_attribute_Lenovo_METAACCOUNT20170824001                                                                        ,640,418
talking131_brand_attribute_Lenovo_METAACCOUNT20170824002                                                                        ,632,406
talking131_brand_attribute_MEIZU_METAACCOUNT20170824001                                                                         ,624,405
talking131_brand_attribute_MEIZU_METAACCOUNT20170824002                                                                         ,616,393
talking131_brand_attribute_ONLY_METAACCOUNT20180509002                                                                          ,784,563
talking131_brand_attribute_SELECTED_METAACCOUNT20180509002                                                                      ,792,566
talking131_brand_attribute_SHANZHAI_METAACCOUNT20170824001                                                                      ,640,415
talking131_brand_attribute_SHANZHAI_METAACCOUNT20170824002                                                                      ,624,398
talking131_brand_attribute_Samsung_METAACCOUNT20170824001                                                                       ,624,401
talking131_brand_attribute_Samsung_METAACCOUNT20170824002                                                                       ,616,396
talking131_brand_attribute_VERO MODA_METAACCOUNT20180509002                                                                     ,816,594
talking131_brand_attribute_Weifeng_METAACCOUNT20170824001                                                                       ,624,398
talking131_brand_attribute_Weifeng_METAACCOUNT20170824002                                                                       ,624,401
talking131_brand_attribute_Xiaomi_METAACCOUNT20170824001                                                                        ,608,388
talking131_brand_attribute_Xiaomi_METAACCOUNT20170824002                                                                        ,608,385
talking131_brand_attribute_YUSUN_METAACCOUNT20170824001                                                                         ,632,410
talking131_brand_attribute_YUSUN_METAACCOUNT20170824002                                                                         ,624,398
talking131_brand_attribute_Youpai_METAACCOUNT20170824001                                                                        ,616,396
talking131_brand_attribute_Youpai_METAACCOUNT20170824002                                                                        ,616,391
talking131_brand_attribute_ZAPAI_METAACCOUNT20170824001                                                                         ,648,422
talking131_brand_attribute_ZAPAI_METAACCOUNT20170824002                                                                         ,632,410
talking131_brand_attribute_ZTE_METAACCOUNT20170824001                                                                           ,624,398
talking131_brand_attribute_ZTE_METAACCOUNT20170824002                                                                           ,616,391
talking131_brand_attribute_iPad_METAACCOUNT20170824001                                                                          ,616,395
talking131_brand_attribute_iPad_METAACCOUNT20170824002                                                                          ,608,386
talking131_brand_attribute_iphone_METAACCOUNT20170824001                                                                        ,648,426
talking131_brand_attribute_iphone_METAACCOUNT20170824002                                                                        ,640,417
talking131_brand_chinese_attribute_HTC_METAACCOUNT20170824001                                                                   ,648,424
talking131_brand_chinese_attribute_HTC_METAACCOUNT20170824002                                                                   ,640,417
talking131_brand_chinese_attribute_三星_METAACCOUNT20170824001                                                                    ,640,414
talking131_brand_chinese_attribute_三星_METAACCOUNT20170824002                                                                    ,640,411
talking131_brand_chinese_attribute_中兴_METAACCOUNT20170824001                                                                    ,640,416
talking131_brand_chinese_attribute_中兴_METAACCOUNT20170824002                                                                    ,640,410
talking131_brand_chinese_attribute_华为_METAACCOUNT20170824001                                                                    ,664,440
talking131_brand_chinese_attribute_华为_METAACCOUNT20170824002                                                                    ,656,429
talking131_brand_chinese_attribute_华硕_METAACCOUNT20170824001                                                                    ,640,417
talking131_brand_chinese_attribute_华硕_METAACCOUNT20170824002                                                                    ,640,410
talking131_brand_chinese_attribute_友派_METAACCOUNT20170824001                                                                    ,640,415
talking131_brand_chinese_attribute_友派_METAACCOUNT20170824002                                                                    ,632,407
talking131_brand_chinese_attribute_喜卡_METAACCOUNT20170824001                                                                    ,648,424
talking131_brand_chinese_attribute_喜卡_METAACCOUNT20170824002                                                                    ,640,416
talking131_brand_chinese_attribute_夏新_METAACCOUNT20170824001                                                                    ,640,417
talking131_brand_chinese_attribute_夏新_METAACCOUNT20170824002                                                                    ,640,412
talking131_brand_chinese_attribute_大显_METAACCOUNT20170824001                                                                    ,640,410
talking131_brand_chinese_attribute_大显_METAACCOUNT20170824002                                                                    ,632,406
talking131_brand_chinese_attribute_小米_METAACCOUNT20170824001                                                                    ,632,407
talking131_brand_chinese_attribute_小米_METAACCOUNT20170824002                                                                    ,632,406
talking131_brand_chinese_attribute_山寨_METAACCOUNT20170824001                                                                    ,648,422
talking131_brand_chinese_attribute_山寨_METAACCOUNT20170824002                                                                    ,640,412
talking131_brand_chinese_attribute_微风_METAACCOUNT20170824001                                                                    ,640,415
talking131_brand_chinese_attribute_微风_METAACCOUNT20170824002                                                                    ,640,413
talking131_brand_chinese_attribute_杂牌_METAACCOUNT20170824001                                                                    ,656,432
talking131_brand_chinese_attribute_杂牌_METAACCOUNT20170824002                                                                    ,648,422
talking131_brand_chinese_attribute_联想_METAACCOUNT20170824001                                                                    ,656,432
talking131_brand_chinese_attribute_联想_METAACCOUNT20170824002                                                                    ,648,423
talking131_brand_chinese_attribute_苹果_METAACCOUNT20170824001                                                                    ,672,444
talking131_brand_chinese_attribute_苹果_METAACCOUNT20170824002                                                                    ,656,429
talking131_brand_chinese_attribute_语信_METAACCOUNT20170824001                                                                    ,648,424
talking131_brand_chinese_attribute_语信_METAACCOUNT20170824002                                                                    ,640,415
talking131_brand_chinese_attribute_酷派_METAACCOUNT20170824001                                                                    ,640,412
talking131_brand_chinese_attribute_酷派_METAACCOUNT20170824002                                                                    ,632,406
talking131_brand_chinese_attribute_魅族_METAACCOUNT20170824001                                                                    ,648,422
talking131_brand_chinese_attribute_魅族_METAACCOUNT20170824002                                                                    ,640,414
talking131_browser_brand_attribute_360_METAACCOUNT20170824001                                                                   ,608,388
talking131_browser_brand_attribute_Avant_METAACCOUNT20170824001                                                                 ,624,399
talking131_browser_brand_attribute_BlackBerry_METAACCOUNT20170824001                                                            ,624,400
talking131_browser_brand_attribute_Chrome_METAACCOUNT20170824001                                                                ,624,399
talking131_browser_brand_attribute_Internet Explorer_METAACCOUNT20170824001                                                     ,640,417
talking131_browser_brand_attribute_Maxthon_METAACCOUNT20170824001                                                               ,616,396
talking131_browser_brand_attribute_Microsoft_METAACCOUNT20170824001                                                             ,624,398
talking131_browser_brand_attribute_Moto Xoom_METAACCOUNT20170824001                                                             ,624,400
talking131_browser_brand_attribute_Mozilla Fir+C17:L18efox_METAACCOUNT20170824001                                               ,640,415
talking131_browser_brand_attribute_Mozilla Firefox_METAACCOUNT20170824001                                                       ,640,414
talking131_browser_brand_attribute_N1_METAACCOUNT20170824001                                                                    ,616,393
talking131_browser_brand_attribute_Nokia_METAACCOUNT20170824001                                                                 ,616,397
talking131_browser_brand_attribute_Opera_METAACCOUNT20170824001                                                                 ,624,398
talking131_browser_brand_attribute_QQ_METAACCOUNT20170824001                                                                    ,624,398
talking131_browser_brand_attribute_Safari_METAACCOUNT20170824001                                                                ,640,414
talking131_browser_brand_attribute_UC_METAACCOUNT20170824001                                                                    ,632,411
talking131_browser_brand_attribute_WebOS HP_METAACCOUNT20170824001                                                              ,624,399
talking131_browser_brand_attribute_sogo_METAACCOUNT20170824001                                                                  ,616,393
talking131_browser_brand_attribute_theworld_METAACCOUNT20170824001                                                              ,624,403
talking131_browser_chinese_attribute_BlackBerry_METAACCOUNT20170824001                                                          ,624,402
talking131_browser_chinese_attribute_Moto Xoom_METAACCOUNT20170824001                                                           ,624,402
talking131_browser_chinese_attribute_N1_METAACCOUNT20170824001                                                                  ,616,395
talking131_browser_chinese_attribute_Nokia_METAACCOUNT20170824001                                                               ,624,399
talking131_browser_chinese_attribute_Opera_METAACCOUNT20170824001                                                               ,624,400
talking131_browser_chinese_attribute_Safari_METAACCOUNT20170824001                                                              ,632,412
talking131_browser_chinese_attribute_WebOS HP_METAACCOUNT20170824001                                                            ,624,401
talking131_browser_chinese_attribute_uc手机浏览器_METAACCOUNT20170824001                                                             ,664,432
talking131_browser_chinese_attribute_微软_METAACCOUNT20170824001                                                                  ,632,402
talking131_browser_chinese_attribute_腾讯_METAACCOUNT20170824001                                                                  ,640,415
talking131_business_attribute_false_METAACCOUNT20170824002                                                                      ,648,424
talking131_business_attribute_true_METAACCOUNT20170824002                                                                       ,648,422
talking131_carrier_attribute_中国电信_METAACCOUNT20170824001                                                                        ,688,461
talking131_carrier_attribute_中国电信_METAACCOUNT20170824002                                                                        ,672,443
talking131_carrier_attribute_中国移动_METAACCOUNT20170824001                                                                        ,688,459
talking131_carrier_attribute_中国移动_METAACCOUNT20170824002                                                                        ,672,443
talking131_carrier_attribute_中国联通_METAACCOUNT20170824001                                                                        ,696,462
talking131_carrier_attribute_中国联通_METAACCOUNT20170824002                                                                        ,672,443
talking131_city_attribute_UNKNOWN_METAACCOUNT20180509002                                                                        ,608,384
talking131_city_attribute_七台河市_METAACCOUNT20180509002                                                                           ,632,405
talking131_city_attribute_三亚市_METAACCOUNT20180509002                                                                            ,632,401
talking131_city_attribute_三明市_METAACCOUNT20180509002                                                                            ,632,407
talking131_city_attribute_三门峡市_METAACCOUNT20180509002                                                                           ,632,400
talking131_city_attribute_上海市_METAACCOUNT20180509002                                                                            ,696,469
talking131_city_attribute_上饶市_METAACCOUNT20180509002                                                                            ,624,397
talking131_city_attribute_东莞市_METAACCOUNT20180509002                                                                            ,664,435
talking131_city_attribute_东营市_METAACCOUNT20180509002                                                                            ,664,434
talking131_city_attribute_中山市_METAACCOUNT20180509002                                                                            ,656,426
talking131_city_attribute_临夏回族自治州_METAACCOUNT20180509002                                                                        ,648,410
talking131_city_attribute_临汾市_METAACCOUNT20180509002                                                                            ,648,423
talking131_city_attribute_临沂市_METAACCOUNT20180509002                                                                            ,664,436
talking131_city_attribute_临沧市_METAACCOUNT20180509002                                                                            ,616,391
talking131_city_attribute_丹东市_METAACCOUNT20180509002                                                                            ,640,413
talking131_city_attribute_丽水市_METAACCOUNT20180509002                                                                            ,624,392
talking131_city_attribute_丽江市_METAACCOUNT20180509002                                                                            ,632,404
talking131_city_attribute_乌兰察布市_METAACCOUNT20180509002                                                                          ,632,399
talking131_city_attribute_乌海市_METAACCOUNT20180509002                                                                            ,624,397
talking131_city_attribute_乌鲁木齐市_METAACCOUNT20180509002                                                                          ,664,428
talking131_city_attribute_乐山市_METAACCOUNT20180509002                                                                            ,680,449
talking131_city_attribute_九江_METAACCOUNT20180523001                                                                             ,608,382
talking131_city_attribute_九江市_METAACCOUNT20180509002                                                                            ,648,418
talking131_city_attribute_井冈山_METAACCOUNT20180523001                                                                            ,616,386
talking131_city_attribute_亳州市_METAACCOUNT20180509002                                                                            ,624,396
talking131_city_attribute_仙桃市_METAACCOUNT20180509002                                                                            ,632,403
talking131_city_attribute_伊春市_METAACCOUNT20180509002                                                                            ,616,387
talking131_city_attribute_伊犁哈萨克自治州_METAACCOUNT20180509002                                                                       ,672,432
talking131_city_attribute_佛山市_METAACCOUNT20180509002                                                                            ,664,435
talking131_city_attribute_佳木斯市_METAACCOUNT20180509002                                                                           ,656,428
talking131_city_attribute_保定市_METAACCOUNT20180509002                                                                            ,656,427
talking131_city_attribute_保山市_METAACCOUNT20180509002                                                                            ,632,401
talking131_city_attribute_信阳市_METAACCOUNT20180509002                                                                            ,648,419
talking131_city_attribute_克拉玛依市_METAACCOUNT20180509002                                                                          ,640,409
talking131_city_attribute_六安市_METAACCOUNT20180509002                                                                            ,640,408
talking131_city_attribute_六盘水市_METAACCOUNT20180509002                                                                           ,656,423
talking131_city_attribute_兰州市_METAACCOUNT20180509002                                                                            ,664,433
talking131_city_attribute_兴安盟_METAACCOUNT20180509002                                                                            ,632,404
talking131_city_attribute_内江市_METAACCOUNT20180509002                                                                            ,656,426
talking131_city_attribute_凉山彝族自治州_METAACCOUNT20180509002                                                                        ,664,431
talking131_city_attribute_包头市_METAACCOUNT20180509002                                                                            ,664,437
talking131_city_attribute_北京市_METAACCOUNT20180509002                                                                            ,728,501
talking131_city_attribute_北海市_METAACCOUNT20180509002                                                                            ,632,401
talking131_city_attribute_十堰市_METAACCOUNT20180509002                                                                            ,640,412
talking131_city_attribute_南京市_METAACCOUNT20180509002                                                                            ,728,498
talking131_city_attribute_南充市_METAACCOUNT20180509002                                                                            ,672,444
talking131_city_attribute_南宁市_METAACCOUNT20180509002                                                                            ,680,450
talking131_city_attribute_南昌市_METAACCOUNT20180509002                                                                            ,672,443
talking131_city_attribute_南通市_METAACCOUNT20180509002                                                                            ,656,431
talking131_city_attribute_南阳市_METAACCOUNT20180509002                                                                            ,624,396
talking131_city_attribute_博尔塔拉蒙古自治州_METAACCOUNT20180509002                                                                      ,656,416
talking131_city_attribute_厦门市_METAACCOUNT20180509002                                                                            ,656,429
talking131_city_attribute_双鸭山市_METAACCOUNT20180509002                                                                           ,632,401
talking131_city_attribute_台州市_METAACCOUNT20180509002                                                                            ,656,427
talking131_city_attribute_合肥市_METAACCOUNT20180509002                                                                            ,672,444
talking131_city_attribute_吉安市_METAACCOUNT20180509002                                                                            ,624,392
talking131_city_attribute_吉林市_METAACCOUNT20180509002                                                                            ,656,424
talking131_city_attribute_吕梁市_METAACCOUNT20180509002                                                                            ,624,397
talking131_city_attribute_吴忠市_METAACCOUNT20180509002                                                                            ,624,393
talking131_city_attribute_周口市_METAACCOUNT20180509002                                                                            ,616,391
talking131_city_attribute_呼伦贝尔市_METAACCOUNT20180509002                                                                          ,648,415
talking131_city_attribute_呼和浩特市_METAACCOUNT20180509002                                                                          ,680,448
talking131_city_attribute_咸阳市_METAACCOUNT20180509002                                                                            ,640,409
talking131_city_attribute_哈密地区_METAACCOUNT20180509002                                                                           ,632,402
talking131_city_attribute_哈尔滨市_METAACCOUNT20180509002                                                                           ,688,458
talking131_city_attribute_唐山市_METAACCOUNT20180509002                                                                            ,656,431
talking131_city_attribute_商丘市_METAACCOUNT20180509002                                                                            ,632,400
talking131_city_attribute_商洛市_METAACCOUNT20180509002                                                                            ,624,393
talking131_city_attribute_嘉兴市_METAACCOUNT20180509002                                                                            ,672,440
talking131_city_attribute_嘉峪关市_METAACCOUNT20180509002                                                                           ,624,393
talking131_city_attribute_四平市_METAACCOUNT20180509002                                                                            ,640,412
talking131_city_attribute_固原市_METAACCOUNT20180509002                                                                            ,624,398
talking131_city_attribute_大同市_METAACCOUNT20180509002                                                                            ,656,428
talking131_city_attribute_大庆市_METAACCOUNT20180509002                                                                            ,648,418
talking131_city_attribute_大理白族自治州_METAACCOUNT20180509002                                                                        ,664,428
talking131_city_attribute_大连_METAACCOUNT20180523001                                                                             ,608,382
talking131_city_attribute_大连市_METAACCOUNT20180509002                                                                            ,696,470
talking131_city_attribute_天水市_METAACCOUNT20180509002                                                                            ,624,399
talking131_city_attribute_天津市_METAACCOUNT20180509002                                                                            ,688,462
talking131_city_attribute_天门市_METAACCOUNT20180509002                                                                            ,624,393
talking131_city_attribute_太原市_METAACCOUNT20180509002                                                                            ,680,452
talking131_city_attribute_威海市_METAACCOUNT20180509002                                                                            ,664,433
talking131_city_attribute_娄底市_METAACCOUNT20180509002                                                                            ,632,401
talking131_city_attribute_宁德市_METAACCOUNT20180509002                                                                            ,624,392
talking131_city_attribute_宁波市_METAACCOUNT20180509002                                                                            ,680,448
talking131_city_attribute_安庆市_METAACCOUNT20180509002                                                                            ,632,400
talking131_city_attribute_安康市_METAACCOUNT20180509002                                                                            ,632,404
talking131_city_attribute_安阳市_METAACCOUNT20180509002                                                                            ,640,408
talking131_city_attribute_安顺市_METAACCOUNT20180509002                                                                            ,624,398
talking131_city_attribute_宜宾市_METAACCOUNT20180509002                                                                            ,672,441
talking131_city_attribute_宜昌市_METAACCOUNT20180509002                                                                            ,632,407
talking131_city_attribute_宜春市_METAACCOUNT20180509002                                                                            ,624,397
talking131_city_attribute_宝鸡市_METAACCOUNT20180509002                                                                            ,648,422
talking131_city_attribute_宣城市_METAACCOUNT20180509002                                                                            ,624,394
talking131_city_attribute_宿州市_METAACCOUNT20180509002                                                                            ,616,390
talking131_city_attribute_宿迁市_METAACCOUNT20180509002                                                                            ,664,432
talking131_city_attribute_岳阳市_METAACCOUNT20180509002                                                                            ,632,403
talking131_city_attribute_巴中市_METAACCOUNT20180509002                                                                            ,624,393
talking131_city_attribute_巴彦淖尔市_METAACCOUNT20180509002                                                                          ,656,427
talking131_city_attribute_巴音郭楞蒙古自治州_METAACCOUNT20180509002                                                                      ,664,425
talking131_city_attribute_常州市_METAACCOUNT20180509002                                                                            ,680,449
talking131_city_attribute_常德市_METAACCOUNT20180509002                                                                            ,656,426
talking131_city_attribute_平凉市_METAACCOUNT20180509002                                                                            ,624,394
talking131_city_attribute_平顶山市_METAACCOUNT20180509002                                                                           ,656,424
talking131_city_attribute_广元市_METAACCOUNT20180509002                                                                            ,640,414
talking131_city_attribute_广安市_METAACCOUNT20180509002                                                                            ,648,422
talking131_city_attribute_广州市_METAACCOUNT20180509002                                                                            ,680,453
talking131_city_attribute_庆阳市_METAACCOUNT20180509002                                                                            ,632,401
talking131_city_attribute_廊坊市_METAACCOUNT20180509002                                                                            ,664,437
talking131_city_attribute_延安市_METAACCOUNT20180509002                                                                            ,656,430
talking131_city_attribute_延边朝鲜族自治州_METAACCOUNT20180509002                                                                       ,672,432
talking131_city_attribute_开封市_METAACCOUNT20180509002                                                                            ,624,398
talking131_city_attribute_张家口市_METAACCOUNT20180509002                                                                           ,648,421
talking131_city_attribute_张掖市_METAACCOUNT20180509002                                                                            ,624,396
talking131_city_attribute_徐州市_METAACCOUNT20180509002                                                                            ,672,446
talking131_city_attribute_德州市_METAACCOUNT20180509002                                                                            ,656,427
talking131_city_attribute_德阳市_METAACCOUNT20180509002                                                                            ,664,433
talking131_city_attribute_忻州市_METAACCOUNT20180509002                                                                            ,632,402
talking131_city_attribute_怀化市_METAACCOUNT20180509002                                                                            ,640,409
talking131_city_attribute_恩施土家族苗族自治州_METAACCOUNT20180509002                                                                     ,680,441
talking131_city_attribute_惠州市_METAACCOUNT20180509002                                                                            ,672,443
talking131_city_attribute_成都市_METAACCOUNT20180509002                                                                            ,760,529
talking131_city_attribute_扬州市_METAACCOUNT20180509002                                                                            ,664,435
talking131_city_attribute_抚顺市_METAACCOUNT20180509002                                                                            ,656,430
talking131_city_attribute_拉萨市_METAACCOUNT20180509002                                                                            ,624,397
talking131_city_attribute_揭阳市_METAACCOUNT20180509002                                                                            ,624,392
talking131_city_attribute_攀枝花市_METAACCOUNT20180509002                                                                           ,640,413
talking131_city_attribute_文山壮族苗族自治州_METAACCOUNT20180509002                                                                      ,664,421
talking131_city_attribute_新乡市_METAACCOUNT20180509002                                                                            ,656,426
talking131_city_attribute_无锡市_METAACCOUNT20180509002                                                                            ,696,466
talking131_city_attribute_日照市_METAACCOUNT20180509002                                                                            ,656,424
talking131_city_attribute_昆明市_METAACCOUNT20180509002                                                                            ,720,491
talking131_city_attribute_昌吉回族自治州_METAACCOUNT20180509002                                                                        ,648,415
talking131_city_attribute_昭通市_METAACCOUNT20180509002                                                                            ,632,400
talking131_city_attribute_晋中市_METAACCOUNT20180509002                                                                            ,648,423
talking131_city_attribute_晋城市_METAACCOUNT20180509002                                                                            ,648,422
talking131_city_attribute_普宁市_METAACCOUNT20180509002                                                                            ,616,391
talking131_city_attribute_普洱市_METAACCOUNT20180509002                                                                            ,632,405
talking131_city_attribute_景德镇市_METAACCOUNT20180509002                                                                           ,648,418
talking131_city_attribute_曲靖市_METAACCOUNT20180509002                                                                            ,648,418
talking131_city_attribute_朔州市_METAACCOUNT20180509002                                                                            ,648,422
talking131_city_attribute_朝阳市_METAACCOUNT20180509002                                                                            ,640,411
talking131_city_attribute_本溪市_METAACCOUNT20180509002                                                                            ,648,420
talking131_city_attribute_杭州市_METAACCOUNT20180509002                                                                            ,728,499
talking131_city_attribute_松原市_METAACCOUNT20180509002                                                                            ,640,415
talking131_city_attribute_枣庄市_METAACCOUNT20180509002                                                                            ,664,432
talking131_city_attribute_柳州市_METAACCOUNT20180509002                                                                            ,648,419
talking131_city_attribute_株洲市_METAACCOUNT20180509002                                                                            ,648,418
talking131_city_attribute_桂林市_METAACCOUNT20180509002                                                                            ,632,403
talking131_city_attribute_梅州市_METAACCOUNT20180509002                                                                            ,624,399
talking131_city_attribute_梧州市_METAACCOUNT20180509002                                                                            ,624,394
talking131_city_attribute_楚雄彝族自治州_METAACCOUNT20180509002                                                                        ,664,429
talking131_city_attribute_榆林市_METAACCOUNT20180509002                                                                            ,656,431
talking131_city_attribute_武威市_METAACCOUNT20180509002                                                                            ,624,396
talking131_city_attribute_武汉_METAACCOUNT20180523001                                                                             ,608,381
talking131_city_attribute_武汉市_METAACCOUNT20180509002                                                                            ,672,444
talking131_city_attribute_毕节市_METAACCOUNT20180509002                                                                            ,624,396
talking131_city_attribute_永州市_METAACCOUNT20180509002                                                                            ,624,392
talking131_city_attribute_汉中市_METAACCOUNT20180509002                                                                            ,624,392
talking131_city_attribute_汕头市_METAACCOUNT20180509002                                                                            ,632,403
talking131_city_attribute_江门市_METAACCOUNT20180509002                                                                            ,632,407
talking131_city_attribute_沈阳市_METAACCOUNT20180509002                                                                            ,680,454
talking131_city_attribute_沧州市_METAACCOUNT20180509002                                                                            ,632,405
talking131_city_attribute_河源市_METAACCOUNT20180509002                                                                            ,624,399
talking131_city_attribute_泉州市_METAACCOUNT20180509002                                                                            ,680,448
talking131_city_attribute_泰安市_METAACCOUNT20180509002                                                                            ,664,435
talking131_city_attribute_泰州市_METAACCOUNT20180509002                                                                            ,664,436
talking131_city_attribute_泸州市_METAACCOUNT20180509002                                                                            ,656,430
talking131_city_attribute_洛阳市_METAACCOUNT20180509002                                                                            ,656,428
talking131_city_attribute_济南市_METAACCOUNT20180509002                                                                            ,720,492
